Code,Name
030442,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
030443,"Pești plați (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae și Citharidae)"
030444,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
030445,De pești-spadă (Xiphias gladius)
030446,"De ""Toothfish"" (Dissostichus spp.)"
030447,Câini de mare și alte specii de rechini
030448,Pisici și vulpi-de-mare (Rajidae)
030449,Altele
03044910,Pești de apă dulce
03044950,Sebaste (Sebastes spp.)
03044990,Altele
0304499010,Heringi
0304499020,De scrumbii
0304499030,De toni rosii (Thunnus thynnus)
0304499040,De toni grasi de Atlantic (Thunnus obesus)
0304499050,Dorade regale (Sparus aurata)
0304499060,De dorada de mare din speciile Dentex dentex si Pagellus spp.
0304499070,Lupi de mare (Dicentrarchus labrax)
0304499090,Altele
030451,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.,Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
0304510010,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0304510090,Altele
030452,Salmonide
0304520010,"De pastravi din speciile Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache si Oncorhynchus chrysogaster"
0304520090,Altele
030453,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
0304530011,De cod din specia Gadus morhua
0304530019,Altele
0304530020,Cod negru (Pollachius virens)
0304530031,Destinati prelucrarii
0304530039,Altele
0304530090,Altele
030454,Pește-spadă (Xiphias gladius)
030455,"""Toothfish"" (Dissostichus spp.)"
030456,Câini de mare și alte specii de rechini
03045610,Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)
03045620,Rechinul scrumbiilor (Lamna nasus)
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030451,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.,Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030452,Salmonide
030453,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
030454,Pește-spadă (Xiphias gladius)
030455,"""Toothfish"" (Dissostichus spp.)"
030456,Câini de mare și alte specii de rechini
03045610,Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)
03045620,Rechinul scrumbiilor (Lamna nasus)
03045630,Rechin albastru (Prionace glauca)
03045690,Altele
030457,Pisici și vulpi-de-mare (Rajidae)
030459,Altele
03045910,Pești de apă dulce
03045950,Flanc de heringi
03045990,Altele
0304599010,Heringi
0304599015,Toni roșii de Atlantic (Thunnus thynnus)
0304599020,Toni grași (Thunnus obesus)
0304599030,Halibut negru (Reinhardtius hippoglossoides)
0304599035,Halibut de Atlantic (Hippoglossus hippoglossus)
0304599040,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0304599045,Lupi de mare (Dicentrarchus labrax)
0304599050,Sebaste (pești roșii) (Sebastes spp.)
0304599055,Hupa (Boops boops)
0304599065,Dorade regale (Sparus aurata)
0304599090,Altele
030461,Tilapia (Oreochromis spp.)
0304610010,Destinați prelucrării
0304610090,Altele
030462,"Specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
030463,Biban de Nil (Lates niloticus)
030469,Altele
0304690010,Anghile (Anguilla spp.)
0304690020,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0304690090,Altele
030471,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03047110,Cod din specia Gadus macrocephalus
0304711010,Destinate prelucrarii
0304711090,Altele
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030471,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03047110,Cod din specia Gadus macrocephalus
03047190,Altele
0304719010,Destinate prelucrarii
0304719030,Altele
0304719090,Cod din specia Gadus ogac
030472,Eglefin (Melanogramnus aeglefinus)
030473,Cod negru (Pollachius virens)
030474,"Merluciu (Merluccius spp., Urophycis spp.)"
03047411,Pești marini din specia Merluccius capensis sau Merluccius paradoxus
03047415,Pești marini din specia Merluccius hubbsi
0304741510,destinate prelucrarii
0304741590,Altele
03047419,Altele
0304741910,"Pești marini din specia Merluccius productus, destinate prelucrarii"
0304741990,Altele
03047490,Pești marini din genul Urophycis
030475,Pește marin de Alaska (Theragra chalcogramma)
0304750010,destinate prelucrarii
0304750090,Altele
030479,Altele
03047910,Cod arctic (Boreogadus saida)
03047930,Merlani (Merlangius merlangus)
03047950,Grenadieri albaștri (Macruronus novaezelandiae)
0304795010,Destinati prelucrarii
0304795090,Altele
03047980,Mihalți-de-mare (Molva spp.)
03047990,Altele
0304799011,Destinati prelucrarii
0304799013,Altele
0304799021,Altele
0304799090,Altele
030481,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somon de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
0304810010,Somon de Atlantic (Salmo salar)
0304810020,"Din specia Oncorhynchus nerka (somon roșu) și Oncorhynchus kisutch, Oncorhynchus keta și Oncorhynchus tschawytscha, destinat prelucrării"
0304810090,Altele
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030481,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somon de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
030482,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
03048210,Din specia Oncorhynchus mykiss cântărind peste 400 g fiecare
03048250,Din specia Oncorhynchus apache sau Oncorhynchus chrysogaster
03048290,Altele
0304829010,Din specia Oncorhynchus mykiss
0304829090,Altele
030483,"Pești plați (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae și Citharidae)"
03048310,Cambulă de Baltica (Pleuronectes platessa)
03048330,Cambulă (Platichthys flesus)
03048350,Cardină albă (Lepidorhombus spp.)
03048390,Altele
0304839011,Reinhardtius hippoglossoides
0304839019,Altele
0304839021,Destinate prelucrarii
0304839029,Altele
0304839090,Altele
030484,De pești-spadă (Xiphias gladius)
030485,"De ""Toothfish"" (Dissostichus spp.)"
030486,"Heringi (Clupea harengus, Clupea pallasii)"
030487,"Toni (din genul Thunnus), pești săritori (bonite cu abdomenul vărgat) (Katsuwonus pelamis)"
0304870010,Toni roșii de Atlantic (Thunnus thynnus)
0304870020,Toni grași (Thunnus obesus)
0304870090,Altele
030488,"Câini de mare, alte specii de rechini, pisici și vulpi-de-mare (Rajidae)"
03048811,Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)
03048815,Rechinul scrumbiilor (Lamna nasus)
03048818,Rechin albastru (Prionace glauca)
03048819,Altele
03048890,Pisici și vulpi-de-mare (Rajidae)
030489,Altele
03048910,Pești de apă dulce
03048921,Din specia Sebastes marinus
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030481,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somon de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
030482,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
030483,"Pești plați (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae și Citharidae)"
030484,De pești-spadă (Xiphias gladius)
030485,"De ""Toothfish"" (Dissostichus spp.)"
030486,"Heringi (Clupea harengus, Clupea pallasii)"
030487,"Toni (din genul Thunnus), pești săritori (bonite cu abdomenul vărgat) (Katsuwonus pelamis)"
030488,"Câini de mare, alte specii de rechini, pisici și vulpi-de-mare (Rajidae)"
030489,Altele
03048910,Pești de apă dulce
03048921,Din specia Sebastes marinus
03048929,Altele
0304892910,Din specia Sebastes mentella
0304892990,Altele
03048930,Pești din genul Euthynnus
03048941,Macrou din specia Scomber australasicus
03048949,Altele
0304894910,Macrou din specia Scomber scombrus
0304894920,Destinați prelucrării
0304894929,Altele
0304894990,Pești din specia Orcynopsis unicolor
03048960,Peşte-undiţar (Lophius spp.)
03048990,Altele
0304899010,Din speciile Allocyttus spp. si Pseudocyttus maculatus
0304899020,Pești din specia Brama (Brama spp.)
0304899030,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0304899040,Lupi de mare (Dicentrarchus labrax)
0304899050,Hupa (Boops boops)
0304899060,Dorade regale (Sparus aurata)
0304899090,Altele
030491,Pești-spadă (Xiphias gladius)
030492,"""Toothfish"" (Dissostichus spp.)"
030493,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
03049310,Surimi
0304931010,Destinati prelucrarii
0304931090,Altele
03049390,Altele
0304939010,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0304939090,Altele
030494,Pește marin de Alaska (Theragra chalcogramma)
03049410,Surimi
0304941010,Destinati prelucrarii
0304941090,Altele
03049490,Altele
0304949010,destinate prelucrarii
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030494,Pește marin de Alaska (Theragra chalcogramma)
03049410,Surimi
03049490,Altele
0304949010,destinate prelucrarii
0304949090,Altele
030495,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae, alții decât peștele marin de Alaska (Theragra chalcogramma)"
03049510,Surimi
0304951010,Destinati prelucrarii
0304951090,Altele
03049521,Cod din specia Gadus macrocephalus
0304952110,Destinate prelucrarii
0304952190,Altele
03049525,Cod din specia Gadus morhua
0304952510,Destinate prelucrarii
0304952590,Altele
03049529,Altele
03049530,Eglefin (Melanogramnus aeglefinus)
03049540,Cod negru (Pollachius virens)
03049550,Pești marini din genul Merluccius
0304955010,Merluccius productus destinate prelucrării
0304955020,"Pești marini din specia Merluccius hubbsi, destinate prelucrării"
0304955090,Altele
03049560,Merlani albaștri (Micromesistius poutassou)
03049590,Altele
0304959011,Destinati prelucrarii
0304959013,Altele
0304959014,Destinati prelucrarii
0304959015,Altele
0304959017,Destinati prelucrarii
0304959019,Altele
0304959030,Pești marini din genul Urophycis spp.
0304959090,Altele
030496,Câini de mare și alte specii de rechini
03049610,Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)
03049620,Rechinul scrumbiilor (Lamna nasus)
03049630,Rechin albastru (Prionace glauca)
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030491,Pești-spadă (Xiphias gladius)
030492,"""Toothfish"" (Dissostichus spp.)"
030493,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030494,Pește marin de Alaska (Theragra chalcogramma)
030495,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae, alții decât peștele marin de Alaska (Theragra chalcogramma)"
030496,Câini de mare și alte specii de rechini
03049610,Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)
03049620,Rechinul scrumbiilor (Lamna nasus)
03049630,Rechin albastru (Prionace glauca)
03049690,Altele
030497,Pisici și vulpi-de-mare (Rajidae)
030499,Altele
03049910,Surimi
0304991010,Destinati prelucrarii
0304991090,Altele
03049921,Pești de apă dulce
0304992111,De pastravi din specia (Oncorhynchus mykiss)
0304992112,"De pastravi din speciile Salmo trutta, Oncorhynchus clarki, Oncorhynchus aguabonita si Oncorhynchus gilae"
0304992113,De somoni de Atlantic (Salmo salar)
0304992115,"De somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus) si de somoni de Dunare (Hucho hucho)"
0304992120,De pastravi din speciile (Oncorhynchus apache si Oncorhynchus chrysogaster)
0304992190,Altele
03049923,"Heringi (Clupea harengus, Clupea pallasii)"
0304992340,Flanc de peste
0304992390,Altele
03049929,Sebaste (Sebastes spp.)
03049955,Cardină albă (Lepidorhombus spp.)
03049961,Pești din specia Brama (Brama spp.)
03049965,Peşte-undiţar (Lophius spp.)
03049999,Altele
0304999912,"Scomber japonicus,destinate prelucrării"
0304999918,Altele
0304999919,Altele
0304999920,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0304999925,De dorade regale (Sparus aurata)
0304999940,De toni rosii (Thunnus thynnus)
0304999950,De toni grasi de Atlantic (Thunnus obesus)
0304999965,Destinate prelucrarii
0304999969,Altele
0304,"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate"
030491,Pești-spadă (Xiphias gladius)
030492,"""Toothfish"" (Dissostichus spp.)"
030493,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030494,Pește marin de Alaska (Theragra chalcogramma)
030495,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae, alții decât peștele marin de Alaska (Theragra chalcogramma)"
030496,Câini de mare și alte specii de rechini
030497,Pisici și vulpi-de-mare (Rajidae)
030499,Altele
03049910,Surimi
03049921,Pești de apă dulce
03049923,"Heringi (Clupea harengus, Clupea pallasii)"
03049929,Sebaste (Sebastes spp.)
03049955,Cardină albă (Lepidorhombus spp.)
03049961,Pești din specia Brama (Brama spp.)
03049965,Peşte-undiţar (Lophius spp.)
03049999,Altele
0304999920,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0304999925,De dorade regale (Sparus aurata)
0304999940,De toni rosii (Thunnus thynnus)
0304999950,De toni grasi de Atlantic (Thunnus obesus)
0304999970,Lupi de mare (Dicentrarchus labrax)
0304999990,Altele
0305,"Pește uscat, sărat sau în saramură; pește afumat, chiar fiert, înainte sau în timpul afumării"
030520,"Ficat de peşte, icre și lapți, uscați, afumați, sărați sau în saramură"
0305200011,De heringi
0305200018,Toni roșii de Atlantic (Thunnus thynnus)
0305200019,De pesti-spada (Xiphias gladius)
0305200021,Toni grași (Thunnus obesus)
0305200035,"Icre, spălate, curățate de organele aderente și doar sărate sau în saramură, destinate producerii înlocuitorilor de caviar"
0305200041,"Icre, sărate sau în saramură, destinate prelucrării"
0305200049,Altele
0305200072,Afumati
0305200073,Altele
0305200074,Afumati
0305200075,Altele
0305200076,Afumati
0305200077,Altele
0305200078,Afumati
0305200079,Altele
0305200096,Afumati
0305200099,Altele
030531,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
0305310010,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0305310090,Altele
030532,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
03053211,Cod din specia Gadus macrocephalus
03053219,Altele
0305321910,Cod din specia Gadus morhua
0305321990,Altele
03053290,Altele
0305,"Pește uscat, sărat sau în saramură; pește afumat, chiar fiert, înainte sau în timpul afumării"
030531,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030532,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
030539,Altele
03053910,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), de somoni de Atlantic (Salmo salar) și de lostriță (Hucho hucho), sărați sau în saramură"
0305391010,Somoni de Atlantic (Salmo salar)
0305391090,Altele
03053950,"Halibut negru (Reinhardtius hippoglossoides), sărat sau în saramură"
03053990,Altele
0305399010,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
0305399020,"Pesti din specia Clupea ilisha, în saramura"
0305399030,Toni roșii de Atlantic (Thunnus thynnus)
0305399040,Toni grași (Thunnus obesus)
0305399050,Pești-spadă (Xiphias gladius)
0305399060,Dorade regale (Sparus aurata)
0305399065,Hupa (Boops boops)
0305399070,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0305399080,Lupi de mare (Dicentrarchus labrax)
0305399090,Altele
030541,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somoni de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
0305410010,Somoni de Atlantic (Salmo salar)
0305410090,Altele
030542,"Heringi (Clupea harengus, Clupea pallasii)"
030543,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
0305430011,"Sub formă de pește întreg (cu cap), cu sau fără branhii, eviscerat sau nu, cântărind cel mult 1,2 kg fiecare; fără cap, cu sau fără branhii, eviscerat sau nu, cântărind cel mult 1 kg fiecare; fileuri cântărind cel mult 400 g fiecare"
0305430019,Altele
0305430090,Altele
030544,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.) crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
03054410,Anghile (Anguilla spp.)
03054490,Altele
0305449010,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0305449090,Altele
030549,Altele
03054910,Halibut negru (Reinhardtius hippoglossoides)
03054920,Halibut de Atlantic (Hippoglossus hippoglossus)
03054930,"Specii de macrou (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
0305493010,Din specia Scomber scombrus
0305,"Pește uscat, sărat sau în saramură; pește afumat, chiar fiert, înainte sau în timpul afumării"
030541,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somoni de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
030542,"Heringi (Clupea harengus, Clupea pallasii)"
030543,"Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster)"
030544,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.) crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030549,Altele
03054910,Halibut negru (Reinhardtius hippoglossoides)
03054920,Halibut de Atlantic (Hippoglossus hippoglossus)
03054930,"Specii de macrou (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
0305493010,Din specia Scomber scombrus
0305493090,Altele
03054980,Altele
0305498010,Toni roșii de Atlantic (Thunnus thynnus)
0305498020,Pesti-spada (Xiphias gladius)
0305498035,Dorade regale (Sparus aurata)
0305498040,Dorada de mare din specia Dentex dentex sau Pagellus spp.
0305498050,Lupi de mare (Dicentrarchus labrax)
0305498060,Toni grași (Thunnus obesus)
0305498090,Altele
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03055110,"Uscați, nesărați"
0305511010,Din specia Gadus morhua
0305511020,Din specia Gadus ogac
0305511090,Din specia Gadus macrocephalus
03055190,Uscați și sărați
0305519010,Din specia Gadus morhua
0305519020,Din specia Gadus ogac
0305519030,Din specia Gadus macrocephalus
030552,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
0305520010,"Crapi (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
0305520090,Altele
030553,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae, alții decât codul (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03055310,Cod arctic (Boreogadus saida)
0305531010,"Uscați, nesărați"
0305531090,Uscați și sărați
03055390,Altele
0305539010,"Cod negru (Pollachius Virens), sărat și uscat"
0305539020,Mihalti-de-mare albastri (Molva dipterygia dipterygia)
0305539030,Pesti din specia (Brosme brosme)
0305539040,Mihalti-de-mare (Molva molva)
0305539090,Altele
030554,"Heringi (Clupea harengus, Clupea pallasii), anșoa (Engraulis spp.), sardine (Sardina pilchardus, Sardinops spp.), sardinele (Sardinella spp.), șprot (Sprattus sprattus), scrumbii (Scomber scombrus, Scomber australasicus, Scomber japonicus), specii de pești din genul Rastrelliger (Rastrelliger spp.), specii de pești din genul Scomberomorus (Scomberomorus spp.), stavrizi (Trachurus spp.), specii de pești din genul Caranx (Caranx spp.), cobie (Rachycentron canadum), specii de pești din genul Pampus (Pampus spp.), scrumbioară de Pacific (Cololabis saira), specii de pești din genul Decapterus (Decapterus spp.), capelin (Mallotus villosus), pește-spadă (Xiphias gladius), ton mic (Euthynnus affinis), bonite (Sarda spp.), marlini, pești călători, pește-sabie (Istiophoridae)"
03055430,"Heringi (Clupea harengus, Clupea pallasii)"
03055450,Anșoa (Engraulis spp.)
0305,"Pește uscat, sărat sau în saramură; pește afumat, chiar fiert, înainte sau în timpul afumării"
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030552,"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)"
030553,"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae, alții decât codul (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030554,"Heringi (Clupea harengus, Clupea pallasii), anșoa (Engraulis spp.), sardine (Sardina pilchardus, Sardinops spp.), sardinele (Sardinella spp.), șprot (Sprattus sprattus), scrumbii (Scomber scombrus, Scomber australasicus, Scomber japonicus), specii de pești din genul Rastrelliger (Rastrelliger spp.), specii de pești din genul Scomberomorus (Scomberomorus spp.), stavrizi (Trachurus spp.), specii de pești din genul Caranx (Caranx spp.), cobie (Rachycentron canadum), specii de pești din genul Pampus (Pampus spp.), scrumbioară de Pacific (Cololabis saira), specii de pești din genul Decapterus (Decapterus spp.), capelin (Mallotus villosus), pește-spadă (Xiphias gladius), ton mic (Euthynnus affinis), bonite (Sarda spp.), marlini, pești călători, pește-sabie (Istiophoridae)"
03055430,"Heringi (Clupea harengus, Clupea pallasii)"
03055450,Anșoa (Engraulis spp.)
03055490,Altele
0305549010,Pesti-spada (Xiphias gladius)
0305549090,Altele
030559,Altele
03055970,Halibut de Atlantic (Hippoglossus hippoglossus)
03055985,Altele
