Code,Name
3918,"Învelitori din materiale plastice pentru podele, autoadezive sau nu, în rulouri sau în formă de plăci de pardoseală sau de dale; învelitori pentru pereți și tavane din materiale plastice definite la nota 9 din acest capitol"
3919,"Plăci, foi, folii, benzi, panglici, pelicule și alte forme plate autoadezive, din materiale plastice, chiar în rulouri"
3920,"Alte plăci, foi, folii, pelicule, benzi, panglici și lame, din materiale plastice nealveolare, neranforsate, nestratificate, neasociate cu alte materiale, neprevăzute cu un suport"
3921,"Alte plăci, folii, pelicule, benzi și lame din materiale plastice"
392111,Din polimeri de stiren
3921110010,"Acrilonitril butadien stiren, pentru unele tipuri de vehicule aeriene"
3921110090,Altele
392112,Din polimeri de clorură de vinil
3921120020,Destinate unor tipuri de vehicule aeriene
3921120090,Altele
392113,Din poliuretan
39211310,Flexibile
3921131010,"Folie din spumă de poliuretan, cu grosime de 3 mm (± 15 %) şi densitate minimum 0,09435 dar maximum 0,10092"
3921131090,Altele
39211390,Altele
392114,Din celuloză regenerată
3921140020,"Bloc celular din celuloză regenerată, impregnat cu apă care conține clorură de magneziu și compuși de amoniu cuaternar, cu dimensiunile 100 cm (± 10 cm) × 100 cm (± 10 cm) × 40 cm (± 5 cm)"
3921140080,Altele
392119,Din alte materiale plastice
3921190010,Destinate unor tipuri de vehicule aeriene
3921190030,
3921190040,de tipul celor utilizate pentru fabricarea separatoarelor de baterii alcaline
3921190045,
3921190050,
3921190060,
3921190093,"Bandă din politetrafluoretilenă microporoasă, pe un suport neţesut, utilizată la fabricarea filtrelor pentru echipamente de dializă renală"
3921190095,"Folie din polietersulfonă, cu grosime maximum 200 µm"
3921190099,Altele
392190,Altele
39219010,Din poliesteri
3921901005,Folii și plăci ondulate
3921901010,"Placă compozită din poli(etilen tereftalat) sau poli(butilen tereftalat), ranforsată cu fibre de sticlă"
3921901020,"Film din poli(etilenă tereftalat), laminat pe o parte sau pe ambele părţi, cu un strat de poli(etilenă tereftalat) unidirecţional fără ţesătură şi impregnat cu poliuretan sau răşină epoxidică"
3921901030,
3921901090,Altele
39219030,Din rășini fenolice
39219041,"Sub presiune înaltă, cu suprafețe decorative pe o față sau pe ambele fețe"
39219043,Altele
3922,"Căzi de baie, căzi de duș, chiuvete, lavoare, bideuri, vase de closet, scaune și capace pentru closete, rezervoare de apă și articole similare pentru utilizări sanitare sau igienice, din materiale plastice"
3923,"Articole de transport sau de ambalare din materiale plastice; bușoane, dopuri, capace, capsule și alte dispozitive de închidere, din materiale plastice"
3924,"Veselă, alte articole de menaj sau obiecte de uz casnic și articole de igienă sau de toaletă, din materiale plastice"
3925,"Articole pentru echiparea construcțiilor, din materiale plastice, nedenumite și necuprinse în altă parte"
3926,Alte articole din materiale plastice și articole din alte materiale de la pozițiile 3901-3914
3915,"Deșeuri, șpan, talaș, spărturi de materiale plastice"
3916,"Monofilamente a căror dimensiune maximă în secțiunea transversală depășește 1 mm (monofire), inele, tije, bare și profile, chiar prelucrate la suprafață, dar neprelucrate altfel, din material plastic"
3917,"Tuburi, țevi și accesorii ale acestora (de exemplu, îmbinări, coturi, flanșe), din materiale plastice"
3918,"Învelitori din materiale plastice pentru podele, autoadezive sau nu, în rulouri sau în formă de plăci de pardoseală sau de dale; învelitori pentru pereți și tavane din materiale plastice definite la nota 9 din acest capitol"
3919,"Plăci, foi, folii, benzi, panglici, pelicule și alte forme plate autoadezive, din materiale plastice, chiar în rulouri"
3920,"Alte plăci, foi, folii, pelicule, benzi, panglici și lame, din materiale plastice nealveolare, neranforsate, nestratificate, neasociate cu alte materiale, neprevăzute cu un suport"
3921,"Alte plăci, folii, pelicule, benzi și lame din materiale plastice"
392190,Altele
39219010,Din poliesteri
39219030,Din rășini fenolice
39219049,Altele
39219055,Altele
3921905525,Folii sau rulouri preimpregnate cu conținut de rășină poliimidă
3921905535,"Fibră de sticlă impregnată cu rășină epoxidică, destinată utilizării la fabricarea de carduri inteligente"
3921905540,
3921905560,
3921905590,Altele
39219060,Din produse de polimerizare de adiție
3921906010,Destinate unor tipuri de vehicule aeriene
3921906035,"Membrane schimbătoare de ioni pe baza unei țesături acoperite pe ambele părți cu material plastic fluorurat, destinate utilizării în celulele electrolitice clor-alcaline"
3921906099,Altele
39219090,Altele
3922,"Căzi de baie, căzi de duș, chiuvete, lavoare, bideuri, vase de closet, scaune și capace pentru closete, rezervoare de apă și articole similare pentru utilizări sanitare sau igienice, din materiale plastice"
392210,"Căzi de baie, căzi de duș, chiuvete și lavoare"
392220,Scaune și capace pentru closete
392290,Altele
3923,"Articole de transport sau de ambalare din materiale plastice; bușoane, dopuri, capace, capsule și alte dispozitive de închidere, din materiale plastice"
392310,"Cutii, lăzi, stelaje și articole similare"
39231010,"Cutii, lăzi, stelaje și articole similare, din plastic, special realizate pentru transportul sau ambalarea plachetelor (""wafers"") de semiconductori, a măștilor sau a reticulelor"
39231090,Altele
3923109010,de tipul celor utilizate în producția fotolitografică sau în alt tip de producție de semiconductori pentru a încastra fotomăști sau plachete
3923109090,Altele
392321,Din polimeri de etilenă
392329,Din alte materiale plastice
39232910,Din poli(clorură de vinil)
39232990,Altele
392330,"Bidoane, sticle, flacoane și articole similare"
39233010,Cu capacitate de maximum 2 l
39233090,Cu capacitate de peste 2 l
392340,"Mosoare, bobine, canete și suporturi similare"
39234010,"Bobine și suporturi similare pentru rularea filmelor și peliculelor fotografice și cinematografice sau a benzilor, filmelor etc. menționate la poziția 8523"
39234090,Altele
392350,"Bușoane, dopuri, capace, capsule și alte dispozitive de închidere"
39235010,Capsule și dopuri pentru astupare
39235090,Altele
3924,"Veselă, alte articole de menaj sau obiecte de uz casnic și articole de igienă sau de toaletă, din materiale plastice"
3925,"Articole pentru echiparea construcțiilor, din materiale plastice, nedenumite și necuprinse în altă parte"
3926,Alte articole din materiale plastice și articole din alte materiale de la pozițiile 3901-3914
3915,"Deșeuri, șpan, talaș, spărturi de materiale plastice"
3916,"Monofilamente a căror dimensiune maximă în secțiunea transversală depășește 1 mm (monofire), inele, tije, bare și profile, chiar prelucrate la suprafață, dar neprelucrate altfel, din material plastic"
3917,"Tuburi, țevi și accesorii ale acestora (de exemplu, îmbinări, coturi, flanșe), din materiale plastice"
3918,"Învelitori din materiale plastice pentru podele, autoadezive sau nu, în rulouri sau în formă de plăci de pardoseală sau de dale; învelitori pentru pereți și tavane din materiale plastice definite la nota 9 din acest capitol"
3919,"Plăci, foi, folii, benzi, panglici, pelicule și alte forme plate autoadezive, din materiale plastice, chiar în rulouri"
3920,"Alte plăci, foi, folii, pelicule, benzi, panglici și lame, din materiale plastice nealveolare, neranforsate, nestratificate, neasociate cu alte materiale, neprevăzute cu un suport"
3921,"Alte plăci, folii, pelicule, benzi și lame din materiale plastice"
3922,"Căzi de baie, căzi de duș, chiuvete, lavoare, bideuri, vase de closet, scaune și capace pentru closete, rezervoare de apă și articole similare pentru utilizări sanitare sau igienice, din materiale plastice"
3923,"Articole de transport sau de ambalare din materiale plastice; bușoane, dopuri, capace, capsule și alte dispozitive de închidere, din materiale plastice"
392310,"Cutii, lăzi, stelaje și articole similare"
392330,"Bidoane, sticle, flacoane și articole similare"
392340,"Mosoare, bobine, canete și suporturi similare"
392350,"Bușoane, dopuri, capace, capsule și alte dispozitive de închidere"
392390,Altele
3924,"Veselă, alte articole de menaj sau obiecte de uz casnic și articole de igienă sau de toaletă, din materiale plastice"
392410,Veselă și alte articole pentru servirea mesei sau de bucătărie
3924100011,Expediate din China sau Hong Kong
3924100019,Altele
3924100020,Biberoane din policarbonat pentru sugari
3924100090,Altele
392490,Altele
3924900010,"Mese (scânduri) de calcat, inclusiv brate pentru calcat mâneci, montate sau nu pe suport, picioarele si scândurile (blaturile) lor"
3924900090,Altele
3925,"Articole pentru echiparea construcțiilor, din materiale plastice, nedenumite și necuprinse în altă parte"
392510,"Rezervoare, butoaie, cuve și recipienți similari, cu capacitatea de peste 300 l"
392520,"Uși, ferestre, cadre și tocuri, pervazuri și praguri"
392530,"Obloane, storuri (inclusiv storuri venețiene) și alte articole similare și părți ale acestora"
392590,Altele
39259010,"Accesorii și garnituri destinate pentru instalarea definitivă în sau pe uși, ferestre, scări, pereți sau pe alte părți de construcții"
39259020,"Conducte, țevi și doze de perete, pentru circuite electrice"
39259080,Altele
3926,Alte articole din materiale plastice și articole din alte materiale de la pozițiile 3901-3914
392610,Articole de birou și articole școlare
392620,"Articole și accesorii de îmbrăcăminte (inclusiv mănuși, mitene și mănuși cu un deget)"
392630,"Garnituri pentru mobilă, caroserii sau similare"
3926300040,Mâner interior din plastic folosit la fabricarea autovehiculelor
3926300050,destinate utilizării la fabricarea de piese pentru autovehiculele de la pozițiile 8701-8705
3926300090,Altele
392640,Statuete și alte obiecte de ornament
392690,Altele
39269050,Grătare și articole similare pentru filtrarea apei la intrarea în canalul de scurgere
39269060,Dispozitive de protecție pentru față/viziere
39269097,Altele
3926909705,"Destinate pentru utilizari tehnice, pentru aeronave civile"
3926909710,"Microsfere din polimer de divinilbenzen, cu diametru minimum 4,5 µm dar maximum 80 µm"
3926909715,Resort cu lame cu traversă din material plastic ranforsat cu fibră de sticlă destinat pentru fabricarea sistemelor de suspensie pentru autovehicule
3926909720,"Peliculă sau folie reflectorizantă constituită dintr-o faţă superioară din poli(clorura de vinil) având ştanţate forme piramidale regulate, termosudată în linii paralele sau sub formă de grilă de o parte inferioară din material plastic, sau dintr-un material crosetat sau ţesut, acoperită pe una din feţe cu material plastic"
3915,"Deșeuri, șpan, talaș, spărturi de materiale plastice"
3916,"Monofilamente a căror dimensiune maximă în secțiunea transversală depășește 1 mm (monofire), inele, tije, bare și profile, chiar prelucrate la suprafață, dar neprelucrate altfel, din material plastic"
3917,"Tuburi, țevi și accesorii ale acestora (de exemplu, îmbinări, coturi, flanșe), din materiale plastice"
3918,"Învelitori din materiale plastice pentru podele, autoadezive sau nu, în rulouri sau în formă de plăci de pardoseală sau de dale; învelitori pentru pereți și tavane din materiale plastice definite la nota 9 din acest capitol"
3919,"Plăci, foi, folii, benzi, panglici, pelicule și alte forme plate autoadezive, din materiale plastice, chiar în rulouri"
3920,"Alte plăci, foi, folii, pelicule, benzi, panglici și lame, din materiale plastice nealveolare, neranforsate, nestratificate, neasociate cu alte materiale, neprevăzute cu un suport"
3921,"Alte plăci, folii, pelicule, benzi și lame din materiale plastice"
3922,"Căzi de baie, căzi de duș, chiuvete, lavoare, bideuri, vase de closet, scaune și capace pentru closete, rezervoare de apă și articole similare pentru utilizări sanitare sau igienice, din materiale plastice"
3923,"Articole de transport sau de ambalare din materiale plastice; bușoane, dopuri, capace, capsule și alte dispozitive de închidere, din materiale plastice"
3924,"Veselă, alte articole de menaj sau obiecte de uz casnic și articole de igienă sau de toaletă, din materiale plastice"
3925,"Articole pentru echiparea construcțiilor, din materiale plastice, nedenumite și necuprinse în altă parte"
3926,Alte articole din materiale plastice și articole din alte materiale de la pozițiile 3901-3914
392610,Articole de birou și articole școlare
392620,"Articole și accesorii de îmbrăcăminte (inclusiv mănuși, mitene și mănuși cu un deget)"
392630,"Garnituri pentru mobilă, caroserii sau similare"
392640,Statuete și alte obiecte de ornament
392690,Altele
39269050,Grătare și articole similare pentru filtrarea apei la intrarea în canalul de scurgere
39269060,Dispozitive de protecție pentru față/viziere
39269097,Altele
3926909705,"Destinate pentru utilizari tehnice, pentru aeronave civile"
3926909710,"Microsfere din polimer de divinilbenzen, cu diametru minimum 4,5 µm dar maximum 80 µm"
3926909715,Resort cu lame cu traversă din material plastic ranforsat cu fibră de sticlă destinat pentru fabricarea sistemelor de suspensie pentru autovehicule
3926909720,"Peliculă sau folie reflectorizantă constituită dintr-o faţă superioară din poli(clorura de vinil) având ştanţate forme piramidale regulate, termosudată în linii paralele sau sub formă de grilă de o parte inferioară din material plastic, sau dintr-un material crosetat sau ţesut, acoperită pe una din feţe cu material plastic"
3926909723,"Capac de plastic pentru oglinda retrovizoare exterioară a autovehiculelor, dotat cu clame de fixare"
3926909727,"Garnitură din spumă de polietilenă, destinată să umple spațiul dintre caroseria autovehiculului și baza oglinzii retrovizoare"
3926909730,
3926909733,"Carcase, părți de carcase, tambure, butoane de reglaj, rame, capace, fețe superioare, fețe decorative și alte piese din acrilonitril-butadien-stiren, policarbonat, polimetilmetacrilat de metil sau poliuretan termoplastic, de tipul celor folosite la fabricarea telecomenzilor"
3926909740,Scoică de silicon pentru implant mamar
3926909743,"Amestec de apă de minimum 19 %, dar maximum 35 % în greutate al microsferelor goale expandate fabricate dintr-un copolimer de tipul acrilonitril, metacrilonitril și metacrilat de izobornil sau alt metacrilat, cu diametrul de minimum 3 µm, dar de maximum 4,95 μm"
3926909748,destinate utilizării la fabricarea de piese pentru autovehiculele de la pozițiile 8701-8705
3926909750,"Buton de radio auto din policarbonat pe bază de bisfenol A, în ambalaje directe de minimum 300 bucăți"
3926909758,"-adecvate pentru toate soluțiile utilizate în cromatografie, pentru utilizare la fabricarea sistemelor cromatografice"
3926909760,Prezervative din poliuretan
3926909777,"Inel de decuplare din silicon, cu un diametru interior de minimum 14,7mm, dar de maximum 16,0mm, în ambalaje directe de minimum 2 500 de bucăți, de tipul celor utilizate pentru sistemele de senzori de asistență la parcare"
3926909790,Altele
4001,"Cauciuc natural, balată, gutapercă, guayul, chicle și gume naturale similare, sub forme primare sau în plăci, folii sau benzi"
400110,"Latex de cauciuc natural, chiar prevulcanizat"
400121,Foi afumate
400122,Cauciuc natural tehnic specificat (TSNR)
400129,Altele
400130,"Balată, gutapercă, guayul, chicle și gume naturale similare"
4002,"Cauciuc sintetic și factice derivat din uleiuri, sub forme primare sau în plăci, foi și benzi; amestecuri ale produselor din poziția 4001 cu produse de la prezenta poziție, sub forme primare sau în plăci, foi sau benzi"
400211,Latex
400219,Altele
40021910,"Cauciuc stiren-butadienic fabricat prin polimerizare în emulsie (E-SBR), în baloți"
40021920,"Copolimeri bloc stiren-butadiene-stiren fabricați prin polimerizare în soluție (SBS, elastomeri termoplastici), sub formă de granule, firimituri sau pudră"
40021930,"Cauciuc stiren butadienic fabricat prin polimerizare în soluție (S-SBR), în baloți"
40021990,Altele
400220,Cauciuc butadienic (BR)
400231,Cauciuc izobuten-izoprenic (butilcauciuc) (IIR)
400239,Altele
400241,Latex
400249,Altele
400251,Latex
400259,Altele
400260,Cauciuc izoprenic (IR)
400270,Caucic etilenopropilendienic neconjugat (EPDM)
400280,Amestecuri ale produselor de la poziția 4001 cu produse de la această poziție
400291,Latex
400299,Altele
40029910,Produse modificate prin încorporarea de materiale plastice
40029990,Altele
4003,"Cauciuc regenerat sub forme primare sau în plăci, foi sau benzi"
4004,"Deșeuri, bavuri și resturi de cauciuc nedurificat, chiar în pulbere sau în granule"
4001,"Cauciuc natural, balată, gutapercă, guayul, chicle și gume naturale similare, sub forme primare sau în plăci, folii sau benzi"
4002,"Cauciuc sintetic și factice derivat din uleiuri, sub forme primare sau în plăci, foi și benzi; amestecuri ale produselor din poziția 4001 cu produse de la prezenta poziție, sub forme primare sau în plăci, foi sau benzi"
4003,"Cauciuc regenerat sub forme primare sau în plăci, foi sau benzi"
4004,"Deșeuri, bavuri și resturi de cauciuc nedurificat, chiar în pulbere sau în granule"
4005,"Cauciuc amestecat, nevulcanizat, sub forme primare sau în plăci, foi sau benzi"
400510,Cauciuc amestecat cu negru de fum sau silice
400520,"Soluții, dispersii, altele decât cele din subpoziția 4005 10"
400591,"Plăci, foi și benzi"
400599,Altele
4006,"Alte forme (de exemplu, baghete, tuburi, profile) și articole (de exemplu, discuri, rondele) din cauciuc nevulcanizat"
400610,Profile pentru reșapare
400690,Altele
4007,Fire și corzi din cauciuc vulcanizat
4007000010,Fire şi corzi din cauciuc vulcanizat siliconat
4007000090,Altele
4008,"Plăci, foi, benzi, baghete și profile, din cauciuc vulcanizat nedurificat"
400811,"Plăci, foi și benzi"
400819,Altele
400821,"Plăci, foi și benzi"
40082110,Acoperitoare de podele și ștergătoare pentru picioare
40082190,Altele
400829,Altele
4008290010,"Profile, taiate la dimensiune, destinate aeronavelor civile"
4008290090,Altele
4009,"Tuburi, țevi și furtunuri din cauciuc vulcanizat nedurificat, prevăzute sau nu cu accesoriile lor (de exemplu, racorduri, garnituri, coturi, flanșe)"
400911,Fără accesorii
400912,Cu accesorii
4009120010,"Pentru conducerea gazelor sau lichidelor, destinate aeronavelor civile"
4009120090,Altele
400921,Fără accesorii
400922,Cu accesorii
4009220010,"Pentru conducerea gazelor sau lichidelor, destinate aeronavelor civile"
4009220090,Altele
400931,Fără accesorii
4009310010,"Țevi din cauciuc multistrat, ranforsate cu țesătură de aramidă, cu sau fără elemente de conectare din poliamidă și cleme de oțel, utilizate la fabricarea schimbătoarelor de căldură pentru autovehicule și/sau a condensatorului în sistemele de aer condiționat pentru autovehicule"
4009310090,Altele
400932,Cu accesorii
4009320010,"Pentru conducerea gazelor sau lichidelor, destinate aeronavelor civile"
4009320020,"Țevi din cauciuc multistrat, ranforsate cu țesătură de aramidă, cu sau fără elemente de conectare din poliamidă și cleme de oțel, utilizate la fabricarea schimbătoarelor de căldură pentru autovehicule și/sau a condensatorului în sistemele de aer condiționat pentru autovehicule"
4009320090,Altele
4010,"Benzi transportoare sau curele de transmisie, din cauciuc vulcanizat"
4011,"Anvelope pneumatice noi, din cauciuc"
4012,"Anvelope pneumatice reșapate sau uzate, din cauciuc; bandaje, benzi de rulare amovibile pentru anvelope și ""flapsuri"", din cauciuc"
4013,"Camere de aer, din cauciuc"
4014,"Articole de igienă sau de farmacie (inclusiv tetinele), din cauciuc vulcanizat, nedurificat, chiar cu părți din cauciuc durificat (ebonită)"
4015,"Îmbrăcăminte și accesorii de îmbrăcăminte (inclusiv mănuși, mitene și mănuși cu un deget), din cauciuc vulcanizat, nedurificat, pentru orice utilizare"
4016,"Alte articole din cauciuc vulcanizat, nedurificat"
4017,"Cauciuc durificat (de exemplu, ebonită) sub toate formele, inclusiv deșeurile și resturile; articole din cauciuc durificat"
4009,"Tuburi, țevi și furtunuri din cauciuc vulcanizat nedurificat, prevăzute sau nu cu accesoriile lor (de exemplu, racorduri, garnituri, coturi, flanșe)"
400941,Fără accesorii
400942,Cu accesorii
4009420010,"Pentru conducerea gazelor sau lichidelor, destinate aeronavelor civile"
4009420020,pentru utilizare în fabricarea produselor de la capitolul 87
4009420090,Altele
4010,"Benzi transportoare sau curele de transmisie, din cauciuc vulcanizat"
401011,Ranforsate numai cu metal
401012,Ranforsate numai cu materiale textile
401019,Altele
401031,"Curele de transmisie continue (fără sfârșit), striate, de secțiune trapezoidală, cu o circumferință exterioară de peste 60 cm, dar de maximum 180 cm"
4010310010,"Curea de transmisie continuă cu secțiune transversală trapezoidală, din cauciuc vulcanizat (curele-V), cu striații longitudinale în V pe partea interioară pentru utilizarea la fabricarea mărfurilor de la capitolul 87"
4010310090,Altele
401032,"Curele de transmisie continue (fără sfârșit), de secțiune trapezoidală, altele decât cele striate, cu o circumferință exterioară de peste 60 cm, dar de maximum 180 cm"
401033,"Curele de transmisie continue (fără sfârșit), de secțiune trapezoidală, striate, cu o circumferință exterioară de peste 180 cm, dar de maximum 240 cm"
4010330010,"Curea de transmisie continuă cu secțiune transversală trapezoidală, din cauciuc vulcanizat (curele-V), cu striații longitudinale în V pe partea interioară pentru utilizarea la fabricarea mărfurilor de la capitolul 87"
4010330090,Altele
401034,"Curele de transmisie continue (fără sfârșit), de secțiune trapezoidală, altele decât cele striate, cu o circumferință exterioară de peste 180 cm, dar de maximum 240 cm"
401035,"Curele de transmisie continue (fără sfârșit), crestate (sincrone), cu o circumferință exterioară de peste 60 cm, dar de maximum 150 cm"
401036,"Curele de transmisie continue (fără sfârșit), crestate (sincrone), cu o circumferință exterioară de peste 150 cm, dar de maximum 198 cm"
401039,Altele
4010390010,"Curea de transmisie continuă cu secțiune transversală trapezoidală, din cauciuc vulcanizat (curele-V), cu striații longitudinale în V pe partea interioară pentru utilizarea la fabricarea mărfurilor de la capitolul 87"
4010390090,Altele
4011,"Anvelope pneumatice noi, din cauciuc"
401110,De tipul celor utilizate pentru autoturisme (inclusiv cele de tip break și cele de curse)
401120,De tipul celor utilizate pentru autobuze sau camioane
40112010,Cu un indice de sarcină de maximum 121
40112090,Cu un indice de sarcină de peste 121
401130,De tipul celor utilizate pentru aeronave
4011300010,Destinate aeronavelor civile
4011300090,Altele
401140,De tipul celor utilizate pentru motociclete
401150,De tipul celor utilizate pentru biciclete
401170,De tipul celor utilizate pentru vehicule și mașini agricole și forestiere
4001,"Cauciuc natural, balată, gutapercă, guayul, chicle și gume naturale similare, sub forme primare sau în plăci, folii sau benzi"
4002,"Cauciuc sintetic și factice derivat din uleiuri, sub forme primare sau în plăci, foi și benzi; amestecuri ale produselor din poziția 4001 cu produse de la prezenta poziție, sub forme primare sau în plăci, foi sau benzi"
4003,"Cauciuc regenerat sub forme primare sau în plăci, foi sau benzi"
4004,"Deșeuri, bavuri și resturi de cauciuc nedurificat, chiar în pulbere sau în granule"
4005,"Cauciuc amestecat, nevulcanizat, sub forme primare sau în plăci, foi sau benzi"
4006,"Alte forme (de exemplu, baghete, tuburi, profile) și articole (de exemplu, discuri, rondele) din cauciuc nevulcanizat"
4007,Fire și corzi din cauciuc vulcanizat
4008,"Plăci, foi, benzi, baghete și profile, din cauciuc vulcanizat nedurificat"
4009,"Tuburi, țevi și furtunuri din cauciuc vulcanizat nedurificat, prevăzute sau nu cu accesoriile lor (de exemplu, racorduri, garnituri, coturi, flanșe)"
4010,"Benzi transportoare sau curele de transmisie, din cauciuc vulcanizat"
4011,"Anvelope pneumatice noi, din cauciuc"
401110,De tipul celor utilizate pentru autoturisme (inclusiv cele de tip break și cele de curse)
401120,De tipul celor utilizate pentru autobuze sau camioane
401130,De tipul celor utilizate pentru aeronave
401140,De tipul celor utilizate pentru motociclete
401150,De tipul celor utilizate pentru biciclete
401170,De tipul celor utilizate pentru vehicule și mașini agricole și forestiere
401180,"De tipul celor utilizate pentru vehicule și mașini de construcție, miniere sau de manipulare industrială"
401190,Altele
4012,"Anvelope pneumatice reșapate sau uzate, din cauciuc; bandaje, benzi de rulare amovibile pentru anvelope și ""flapsuri"", din cauciuc"
401211,"De tipul celor utilizate pentru autoturisme (inclusiv mașinile de tip ""break"" și mașinile de curse)"
401212,De tipul celor utilizate pentru autobuze sau camioane
4012120010,Cu un indice de sarcină de peste 121
4012120090,Altele
401213,De tipul celor utilizate pentru aeronave
4012130010,Destinate aeronavelor civile
4012130090,Altele
401219,Altele
401220,Anvelope pneumatice uzate
4012200010,Destinate aeronavelor civile
4012200090,Altele
401290,Altele
40129020,Bandaje pline sau cave
40129030,Benzi de rulare amovibile pentru pneuri
40129090,"""Flapsuri"""
4013,"Camere de aer, din cauciuc"
401310,"De tipul celor utilizate pentru autoturisme (inclusiv vehicule de tip ""break"" și vehicule de curse), pentru autobuze sau pentru camioane"
401320,De tipul celor utilizate pentru biciclete
401390,Altele
4014,"Articole de igienă sau de farmacie (inclusiv tetinele), din cauciuc vulcanizat, nedurificat, chiar cu părți din cauciuc durificat (ebonită)"
401410,Prezervative
401490,Altele
4015,"Îmbrăcăminte și accesorii de îmbrăcăminte (inclusiv mănuși, mitene și mănuși cu un deget), din cauciuc vulcanizat, nedurificat, pentru orice utilizare"
401512,"De tipul celor utilizate în medicină, în chirurgie, în stomatologie sau în scopuri veterinare"
401519,Altele
401590,Altele
4016,"Alte articole din cauciuc vulcanizat, nedurificat"
401610,Din cauciuc alveolar
4016100010,"Pentru utilizari tehnice, destinate aeronavelor civile"
4016100090,Altele
401691,Acoperitoare de podea și ștergătoare de picioare
401692,Gume de șters
4017,"Cauciuc durificat (de exemplu, ebonită) sub toate formele, inclusiv deșeurile și resturile; articole din cauciuc durificat"
4001,"Cauciuc natural, balată, gutapercă, guayul, chicle și gume naturale similare, sub forme primare sau în plăci, folii sau benzi"
4002,"Cauciuc sintetic și factice derivat din uleiuri, sub forme primare sau în plăci, foi și benzi; amestecuri ale produselor din poziția 4001 cu produse de la prezenta poziție, sub forme primare sau în plăci, foi sau benzi"
4003,"Cauciuc regenerat sub forme primare sau în plăci, foi sau benzi"
4004,"Deșeuri, bavuri și resturi de cauciuc nedurificat, chiar în pulbere sau în granule"
4005,"Cauciuc amestecat, nevulcanizat, sub forme primare sau în plăci, foi sau benzi"
4006,"Alte forme (de exemplu, baghete, tuburi, profile) și articole (de exemplu, discuri, rondele) din cauciuc nevulcanizat"
4007,Fire și corzi din cauciuc vulcanizat
4008,"Plăci, foi, benzi, baghete și profile, din cauciuc vulcanizat nedurificat"
4009,"Tuburi, țevi și furtunuri din cauciuc vulcanizat nedurificat, prevăzute sau nu cu accesoriile lor (de exemplu, racorduri, garnituri, coturi, flanșe)"
4010,"Benzi transportoare sau curele de transmisie, din cauciuc vulcanizat"
4011,"Anvelope pneumatice noi, din cauciuc"
4012,"Anvelope pneumatice reșapate sau uzate, din cauciuc; bandaje, benzi de rulare amovibile pentru anvelope și ""flapsuri"", din cauciuc"
4013,"Camere de aer, din cauciuc"
4014,"Articole de igienă sau de farmacie (inclusiv tetinele), din cauciuc vulcanizat, nedurificat, chiar cu părți din cauciuc durificat (ebonită)"
4015,"Îmbrăcăminte și accesorii de îmbrăcăminte (inclusiv mănuși, mitene și mănuși cu un deget), din cauciuc vulcanizat, nedurificat, pentru orice utilizare"
4016,"Alte articole din cauciuc vulcanizat, nedurificat"
401610,Din cauciuc alveolar
401691,Acoperitoare de podea și ștergătoare de picioare
401692,Gume de șters
401693,"Garnituri, șaibe și alte etanșări"
4016930010,"Pentru utilizari tehnice, destinate aeronavelor civile"
4016930030,
4016930090,Altele
401694,"Parașocuri, chiar gonflabile, pentru acostarea navelor"
401695,Alte articole gonflabile
401699,Altele
40169952,Piese din cauciuc-metal
40169957,Altele
4016995710,pentru utilizare la fabricarea mărfurilor de la capitolul 87
4016995730,pentru utilizare la fabricarea mărfurilor de la capitolul 87
4016995790,Altele
40169991,Piese din cauciuc-metal
4016999110,"Pentru utilizari tehnice, destinate aeronavelor civile"
4016999190,Altele
40169997,Altele
4016999710,"Pentru utilizari tehnice, destinate aeronavelor civile"
4016999730,Cameră de aer pentru vulcanizarea anvelopelor
4016999790,Altele
4017,"Cauciuc durificat (de exemplu, ebonită) sub toate formele, inclusiv deșeurile și resturile; articole din cauciuc durificat"
4101,"Piei brute de bovine (inclusiv de bivoli) sau de ecvidee (proaspete sau sărate, uscate, cenușărite, piclate sau altfel conservate, dar netăbăcite, nepergamentate sau altfel preparate), chiar epilate sau șpăltuite"
410120,"Piei brute întregi, neșpăltuite, cu o greutate unitară de maximum 8 kg atunci când sunt uscate, de 10 kg atunci când sunt sărate uscat și de 16 kg atunci când sunt proaspete, sărate umed sau altfel conservate"
41012010,Proaspete
41012030,Sărate umed
41012050,Uscate sau sărate uscat
41012080,Altele
410150,"Piei brute întregi, cu o greutate unitară de peste 16 kg"
41015010,Proaspete
41015030,Sărate umed
41015050,Uscate sau sărate uscat
41015090,Altele
410190,"Altele, inclusiv crupoanele, semicrupoanele și flancurile"
4102,"Piei brute de ovine (proaspete sau sărate, uscate, cenușărite, piclate sau altfel conservate, dar netăbăcite, nepergamentate sau altfel preparate) chiar epilate sau șpăltuite, altele decât cele excluse prin nota 1 litera (c) din acest capitol"
410210,Cu lână
41021010,De miel
41021090,De alte ovine
410221,Piclate
410229,Altele
4103,"Alte piei brute (proaspete sau sărate, uscate, cenușărite, piclate sau altfel conservate, dar netăbăcite, nepergamentate sau altfel preparate), chiar epilate sau șpăltuite, altele decât cele excluse prin notele 1 litera (b) sau 1 litera (c) ale acestui capitol"
410320,De reptile
410330,De porcine
410390,Altele
